
kept spitting up formula	[]	kept spitting up formula	Same	{'Same- Token Exists in English Vocabulary [up]', 'Same- Token Exists in English Vocabulary [spitting]', 'Same- Token Exists in English Vocabulary [kept]', 'Same- Token Exists in English Vocabulary [formula]'}
yeast infection of breast	[]	yeast infection of breast	Same	{'Same- Token Exists in English Vocabulary [breast]', 'Same- Token Exists in English Vocabulary [yeast]', 'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [infection]'}
severe kidney	[]	severe kidney	Same	{'Same- Token Exists in English Vocabulary [severe]', 'Same- Token Exists in English Vocabulary [kidney]'}
breast infection or mastitis	[]	breast infection or mastitis	Same	{'Same- Token Exists in English Vocabulary [breast]', 'Same- Token Exists in English Vocabulary [mastitis]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [or]'}
pain from childbirth tear	[]	pain from childbirth tear	Same	{'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [tear]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [childbirth]'}
perineal pain	[]	perineal pain	Same	{'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [perineal]'}
ear infections	[]	ear infections	Same	{'Same- Token Exists in English Vocabulary [ear]', 'Same- Token Exists in English Vocabulary [infections]'}
group b streptoccous positive	['[]']	group b streptococcus positive	Changed	{'Same- Token Exists in English Vocabulary [positive]', 'Corrected- Using Customized Lookup-Table [streptoccous ==> streptococcus]', 'Same- Token Exists in English Vocabulary [group]', 'Same- Token Exists in English Vocabulary [b]'}
broken leg	[]	broken leg	Same	{'Same- Token Exists in English Vocabulary [broken]', 'Same- Token Exists in English Vocabulary [leg]'}
cough with phlegm	[]	cough with phlegm	Same	{'Same- Token Exists in English Vocabulary [phlegm]', 'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [with]'}
infected in grown hairs on legs	[]	infected in grown hairs on legs	Same	{'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [legs]', 'Same- Token Exists in English Vocabulary [hairs]', 'Same- Token Exists in English Vocabulary [grown]', 'Same- Token Exists in English Vocabulary [infected]', 'Same- Token Exists in English Vocabulary [on]'}
before scope to clean intestines	[]	before scope to clean intestines	Same	{'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [before]', 'Same- Token Exists in English Vocabulary [scope]', 'Same- Token Exists in English Vocabulary [clean]', 'Same- Token Exists in English Vocabulary [intestines]'}
treat pain associated with blisters in throat from virus	[]	treat pain associated with blisters in throat from virus	Same	{'Same- Token Exists in English Vocabulary [associated]', 'Same- Token Exists in English Vocabulary [with]', 'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [treat]', 'Same- Token Exists in English Vocabulary [virus]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [blisters]', 'Same- Token Exists in English Vocabulary [throat]'}
skin rash on leg	[]	skin rash on leg	Same	{'Same- Token Exists in English Vocabulary [skin]', 'Same- Token Exists in English Vocabulary [leg]', 'Same- Token Exists in English Vocabulary [rash]', 'Same- Token Exists in English Vocabulary [on]'}
mild ear infection	[]	mild ear infection	Same	{'Same- Token Exists in English Vocabulary [mild]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [ear]'}
yeast infection in breast	[]	yeast infection in breast	Same	{'Same- Token Exists in English Vocabulary [breast]', 'Same- Token Exists in English Vocabulary [yeast]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [in]'}
headcold	['[]']	head cold	Changed	{'Corrected- Using Customized Lookup-Table [headcold ==> head cold]'}
excess stomach acid	[]	excess stomach acid	Same	{'Same- Token Exists in English Vocabulary [stomach]', 'Same- Token Exists in English Vocabulary [acid]', 'Same- Token Exists in English Vocabulary [excess]'}
fever due to flu	[]	fever due to flu	Same	{'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [fever]', 'Same- Token Exists in English Vocabulary [flu]', 'Same- Token Exists in English Vocabulary [to]'}
swelling of tongue	[]	swelling of tongue	Same	{'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [swelling]', 'Same- Token Exists in English Vocabulary [tongue]'}
silent acid reflux	[]	silent acid reflux	Same	{'Same- Token Exists in English Vocabulary [acid]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [reflux]', 'Same- Token Exists in English Vocabulary [silent]'}
urticaria due to excercise	["[('exercise', 7.701015763979268e-06)]"]	urticaria due to exercise	Changed	{'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [urticaria]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [excercise ==> exercise]', 'Same- Token Exists in English Vocabulary [to]'}
wheezing due to cold	[]	wheezing due to cold	Same	{'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [wheezing]', 'Same- Token Exists in English Vocabulary [cold]', 'Same- Token Exists in English Vocabulary [to]'}
itching from hand foot and mouth diesase	["[('disease', 0.001643153574061682)]"]	itching from hand foot and mouth disease	Changed	{'Same- Token Exists in English Vocabulary [hand]', 'Same- Token Exists in English Vocabulary [mouth]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [itching]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [diesase ==> disease]', 'Same- Token Exists in English Vocabulary [foot]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [from]'}
fever from immunizations or from infection	[]	fever from immunizations or from infection	Same	{'Same- Token Exists in English Vocabulary [or]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [immunizations]', 'Same- Token Exists in English Vocabulary [fever]', 'Same- Token Exists in English Vocabulary [from]'}
cold and fly symptoms	[]	cold and fly symptoms	Same	{'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [symptoms]', 'Same- Token Exists in English Vocabulary [fly]', 'Same- Token Exists in English Vocabulary [cold]'}
pain due to cough	[]	pain due to cough	Same	{'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [to]'}
pain with kidney stones	[]	pain with kidney stones	Same	{'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [stones]', 'Same- Token Exists in English Vocabulary [kidney]', 'Same- Token Exists in English Vocabulary [with]'}
stomach acid	[]	stomach acid	Same	{'Same- Token Exists in English Vocabulary [stomach]', 'Same- Token Exists in English Vocabulary [acid]'}
prophylactic for whooping cough	[]	prophylactic for whooping cough	Same	{'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [prophylactic]', 'Same- Token Exists in English Vocabulary [whooping]', 'Same- Token Exists in English Vocabulary [for]'}
treatment of central nervous system	[]	treatment of central nervous system	Same	{'Same- Token Exists in English Vocabulary [nervous]', 'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [system]', 'Same- Token Exists in English Vocabulary [treatment]', 'Same- Token Exists in English Vocabulary [central]'}
pain from surgery	[]	pain from surgery	Same	{'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [surgery]'}
prevent air sickness	[]	prevent air sickness	Same	{'Same- Token Exists in English Vocabulary [sickness]', 'Same- Token Exists in English Vocabulary [air]', 'Same- Token Exists in English Vocabulary [prevent]'}
after circumcision	[]	after circumcision	Same	{'Same- Token Exists in English Vocabulary [after]', 'Same- Token Exists in English Vocabulary [circumcision]'}
infection in the nose	[]	infection in the nose	Same	{'Same- Token Exists in English Vocabulary [the]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [nose]', 'Same- Token Exists in English Vocabulary [in]'}
prevent blocked milk ducts	[]	prevent blocked milk ducts	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [blocked]', 'Same- Token Exists in English Vocabulary [ducts]', 'Same- Token Exists in English Vocabulary [milk]', 'Same- Token Exists in English Vocabulary [prevent]'}
discomfort from toe injury	[]	discomfort from toe injury	Same	{'Same- Token Exists in English Vocabulary [toe]', 'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [injury]'}
anti-malaria	[]	anti-malaria	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [anti-malaria]'}
discomfort and fever	[]	discomfort and fever	Same	{'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [fever]', 'Same- Token Exists in English Vocabulary [and]'}
prevent pregnancy induced hypertension	[]	prevent pregnancy induced hypertension	Same	{'Same- Token Exists in English Vocabulary [hypertension]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [induced]', 'Same- Token Exists in English Vocabulary [prevent]', 'Same- Token Exists in English Vocabulary [pregnancy]'}
thrush on diaper area	[]	thrush on diaper area	Same	{'Same- Token Exists in English Vocabulary [thrush]', 'Same- Token Exists in English Vocabulary [area]', 'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [diaper]'}
food challange	["[('challenge', 1.6212664766272145e-06)]"]	food challenge	Changed	{'Same- Token Exists in English Vocabulary [food]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [challange ==> challenge]'}
infection in leg	[]	infection in leg	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [leg]', 'Same- Token Exists in English Vocabulary [in]'}
polycystic ovary syndrom	["[('syndrome', 0.0024371688309898602)]"]	polycystic ovary syndrome	Changed	{'Same- Token Exists in English Vocabulary [ovary]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [polycystic]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [syndrom ==> syndrome]'}
asthma and coughing	[]	asthma and coughing	Same	{'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [coughing]', 'Same- Token Exists in English Vocabulary [asthma]'}
allergy from dogs	[]	allergy from dogs	Same	{'Same- Token Exists in English Vocabulary [dogs]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [allergy]'}
nursing pain	[]	nursing pain	Same	{'Same- Token Exists in English Vocabulary [nursing]', 'Same- Token Exists in English Vocabulary [pain]'}
morphine given to mother	[]	morphine given to mother	Same	{'Same- Token Exists in English Vocabulary [mother]', 'Same- Token Exists in English Vocabulary [given]', 'Same- Token Exists in English Vocabulary [morphine]', 'Same- Token Exists in English Vocabulary [to]'}
induction and delivery	[]	induction and delivery	Same	{'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [delivery]', 'Same- Token Exists in English Vocabulary [induction]'}
clogged tear duct	[]	clogged tear duct	Same	{'Same- Token Exists in English Vocabulary [tear]', 'Same- Token Exists in English Vocabulary [duct]', 'Same- Token Exists in English Vocabulary [clogged]'}
wheeze from virus	[]	wheeze from virus	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [wheeze]', 'Same- Token Exists in English Vocabulary [virus]'}
progesterone supplement	[]	progesterone supplement	Same	{'Same- Token Exists in English Vocabulary [supplement]', 'Same- Token Exists in English Vocabulary [progesterone]'}
but discontinued after 1 month	[]	but discontinued after 1 month	Same	{'Same- Token Exists in English Vocabulary [after]', 'Same- Token Exists in English Vocabulary [1]', 'Same- Token Exists in English Vocabulary [discontinued]', 'Same- Token Exists in English Vocabulary [month]', 'Same- Token Exists in English Vocabulary [but]'}
discomfort from vaccination and teething	[]	discomfort from vaccination and teething	Same	{'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [teething]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [vaccination]'}
infection on penis	[]	infection on penis	Same	{'Same- Token Exists in English Vocabulary [penis]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [on]'}
itchy feet and hands	[]	itchy feet and hands	Same	{'Same- Token Exists in English Vocabulary [itchy]', 'Same- Token Exists in English Vocabulary [hands]', 'Same- Token Exists in English Vocabulary [feet]', 'Same- Token Exists in English Vocabulary [and]'}
onset of migraines	[]	onset of migraines	Same	{'Same- Token Exists in English Vocabulary [migraines]', 'Same- Token Exists in English Vocabulary [onset]', 'Same- Token Exists in English Vocabulary [of]'}
fungal infection on torso	[]	fungal infection on torso	Same	{'Same- Token Exists in English Vocabulary [fungal]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [torso]'}
bad cough and runny nose	[]	bad cough and runny nose	Same	{'Same- Token Exists in English Vocabulary [bad]', 'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [runny]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [nose]'}
headache from accident	[]	headache from accident	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [headache]', 'Same- Token Exists in English Vocabulary [accident]'}
fungal toe infection	[]	fungal toe infection	Same	{'Same- Token Exists in English Vocabulary [toe]', 'Same- Token Exists in English Vocabulary [fungal]', 'Same- Token Exists in English Vocabulary [infection]'}
dry patches on arms and legs	[]	dry patches on arms and legs	Same	{'Same- Token Exists in English Vocabulary [patches]', 'Same- Token Exists in English Vocabulary [legs]', 'Same- Token Exists in English Vocabulary [arms]', 'Same- Token Exists in English Vocabulary [dry]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [on]'}
neck strain	[]	neck strain	Same	{'Same- Token Exists in English Vocabulary [neck]', 'Same- Token Exists in English Vocabulary [strain]'}
cold symptom	[]	cold symptom	Same	{'Same- Token Exists in English Vocabulary [symptom]', 'Same- Token Exists in English Vocabulary [cold]'}
mom got thyroid removed due to cancer	[]	mom got thyroid removed due to cancer	Same	{'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [cancer]', 'Same- Token Exists in English Vocabulary [removed]', 'Same- Token Exists in English Vocabulary [got]', 'Same- Token Exists in English Vocabulary [mom]', 'Same- Token Exists in English Vocabulary [thyroid]'}
pus drained	[]	pus drained	Same	{'Same- Token Exists in English Vocabulary [pus]', 'Same- Token Exists in English Vocabulary [drained]'}
swelling of left hand	[]	swelling of left hand	Same	{'Same- Token Exists in English Vocabulary [left]', 'Same- Token Exists in English Vocabulary [hand]', 'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [swelling]'}
maintenance for sensitivity of the respiratory tract	[]	maintenance for sensitivity of the respiratory tract	Same	{'Same- Token Exists in English Vocabulary [the]', 'Same- Token Exists in English Vocabulary [maintenance]', 'Same- Token Exists in English Vocabulary [respiratory]', 'Same- Token Exists in English Vocabulary [tract]', 'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [for]', 'Same- Token Exists in English Vocabulary [sensitivity]'}
lactose intolerant	[]	lactose intolerant	Same	{'Same- Token Exists in English Vocabulary [lactose]', 'Same- Token Exists in English Vocabulary [intolerant]'}
excessive spit up	[]	excessive spit up	Same	{'Same- Token Exists in English Vocabulary [up]', 'Same- Token Exists in English Vocabulary [spit]', 'Same- Token Exists in English Vocabulary [excessive]'}
hashimoto autoimmunity	[]	hashimoto autoimmunity	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [hashimoto]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [autoimmunity]'}
ear and lung infection	[]	ear and lung infection	Same	{'Same- Token Exists in English Vocabulary [lung]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [ear]'}
soft tissue injury	[]	soft tissue injury	Same	{'Same- Token Exists in English Vocabulary [tissue]', 'Same- Token Exists in English Vocabulary [injury]', 'Same- Token Exists in English Vocabulary [soft]'}
kidney stone infection	[]	kidney stone infection	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [kidney]', 'Same- Token Exists in English Vocabulary [stone]'}
cough with wheeze	[]	cough with wheeze	Same	{'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [wheeze]', 'Same- Token Exists in English Vocabulary [with]'}
mother group b streptococcus positive	[]	mother group b streptococcus positive	Same	{'Same- Token Exists in English Vocabulary [positive]', 'Same- Token Exists in English Vocabulary [streptococcus]', 'Same- Token Exists in English Vocabulary [group]', 'Same- Token Exists in English Vocabulary [b]', 'Same- Token Exists in English Vocabulary [mother]'}
fever and cold symptoms	[]	fever and cold symptoms	Same	{'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [symptoms]', 'Same- Token Exists in English Vocabulary [fever]', 'Same- Token Exists in English Vocabulary [cold]'}
minor hives	[]	minor hives	Same	{'Same- Token Exists in English Vocabulary [minor]', 'Same- Token Exists in English Vocabulary [hives]'}
pain relief from herniated disk	[]	pain relief from herniated disk	Same	{'Same- Token Exists in English Vocabulary [relief]', 'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [herniated]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [disk]'}
allergry symptoms	["[('allergy', 9.160155592943762e-05)]"]	allergy symptoms	Changed	{'Same- Token Exists in English Vocabulary [symptoms]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [allergry ==> allergy]'}
infected mosquito bite on eyelid	[]	infected mosquito bite on eyelid	Same	{'Same- Token Exists in English Vocabulary [bite]', 'Same- Token Exists in English Vocabulary [eyelid]', 'Same- Token Exists in English Vocabulary [mosquito]', 'Same- Token Exists in English Vocabulary [infected]', 'Same- Token Exists in English Vocabulary [on]'}
finger injury	[]	finger injury	Same	{'Same- Token Exists in English Vocabulary [finger]', 'Same- Token Exists in English Vocabulary [injury]'}
sinus infection	[]	sinus infection	Same	{'Same- Token Exists in English Vocabulary [sinus]', 'Same- Token Exists in English Vocabulary [infection]'}
possible flu symptoms	[]	possible flu symptoms	Same	{'Same- Token Exists in English Vocabulary [possible]', 'Same- Token Exists in English Vocabulary [symptoms]', 'Same- Token Exists in English Vocabulary [flu]'}
wisdom tooth removal	[]	wisdom tooth removal	Same	{'Same- Token Exists in English Vocabulary [removal]', 'Same- Token Exists in English Vocabulary [wisdom]', 'Same- Token Exists in English Vocabulary [tooth]'}
