using descriptive statistics
arterial blood pressure
million people worldwide
patients undergoing laparoscopic
severe respiratory failure
consecutive patients undergoing
high-flow nasal cannula
late december 2019
lung cancer patients
methicillin-resistant staphylococcus aureus
orifice transluminal endoscopic
two review authors
autism spectrum disorder
growth factor receptor
random effects model
severely ill patients
vascular endothelial growth
cerebral oxygen saturation
clinical practice guidelines
different age groups
novel coronavirus pandemic
small sample size
background coronavirus disease
higher mortality rate
inferior vena cava
ischemic stroke patients
joanna briggs institute
long-term care facilities
median operative time
multivariate analysis showed
periprosthetic joint infection
acute cardiac injury
aortic valve replacement
higher education institutions
nucleic acid testing
white blood cells
low birth weight
ongoing coronavirus disease
provide new insights
regression analysis revealed
transluminal endoscopic surgery
adverse drug reactions
case fatality rates
deep learning models
amino acid sequences
laparoscopic roux-en-y gastric
single nucleotide polymorphisms
humoral immune response
multiple organ dysfunction
positive pressure ventilation
required intensive care
surgical site infection
past medical history
publicly available data
retrospective study included
ventricular ejection fraction
computational fluid dynamics
elevation myocardial infarction
novel coronavirus 2019
patients undergoing elective
single incision laparoscopic
total mesorectal excision
100 000 population
charlson comorbidity index
medline embase cinahl
methods one hundred
positron emission tomography
binding free energy
canine distemper virus
deep venous thrombosis
multiple regression analysis
patients tested positive
allied health literature
coronavirus severe acute
fatty liver disease
left ventricular ejection
via social media
viral life cycle
2020 emerald publishing
artery bypass grafting
cytokine storm syndrome
infection control practices
linear regression models
machine learning techniques
public health crises
urinary tract infection
gross domestic product
minimally invasive approach
national knowledge infrastructure
social distancing policies
arterial blood gas
mental health consequences
organ transplant recipients
serious public health
significant risk factors
airway epithelial cells
end-stage renal disease
springer nature switzerland
western blot analysis
disease 2019 patients
ground glass opacity
million confirmed cases
computed tomography scan
confirmatory factor analysis
global health security
green fluorescent protein
intimate partner violence
public health systems
viral rna synthesis
avian influenza viruses
digital subtraction angiography
high mortality rates
present study aims
acute respiratory syndrome-coronavirus
common respiratory viruses
different time points
host immune system
laparoendoscopic single-site surgery
lung epithelial cells
multivariate regression analysis
registration clinicaltrials.gov identifier
among hospitalized patients
clinical decision making
coronavirus mouse hepatitis
idiopathic pulmonary fibrosis
published online ahead
digital contact tracing
host immune responses
main outcome measure
personal protection equipment
positive test results
age body mass
chain reaction test
cohort study included
physical distancing measures
sars-cov-2 infected patients
significantly higher levels
whole genome sequencing
forced expiratory volume
host innate immune
mental health professionals
public health strategies
real-time reverse transcriptase
respiratory tract disease
transient ischemic attack
prospective randomized controlled
significantly higher among
total knee arthroplasty
median hospital stay
severe respiratory disease
transcranial magnetic stimulation
adjusted odds ratios
amino acid substitutions
cases per 100
covid-19 infected patients
health care costs
international health regulations
respiratory disease caused
covid-19 pandemic continues
medical research council
respiratory syndrome corona
first confirmed case
out-of-hospital cardiac arrest
avian infectious bronchitis
chain reaction testing
health care resources
highly contagious disease
necrosis factor alpha
patients undergoing surgery
cardiac magnetic resonance
clinical trial registry
important public health
machine learning methods
molecular weight heparin
pelvic organ prolapse
poor mental health
positive test result
searched medline embase
china national knowledge
critical covid-19 patients
real-time reverse transcription-polymerase
covid-19 convalescent plasma
dual antiplatelet therapy
first reported case
laboratory test results
morbidly obese patients
potential therapeutic targets
remains poorly understood
blood urea nitrogen
cancer cell lines
covid-19 pandemic many
gene expression profiles
multivariate cox regression
physical activity levels
review authors independently
secondary outcomes include
significant positive correlation
acute respiratory coronavirus
chronic health evaluation
infectious peritonitis virus
mean operating time
named severe acute
prolonged mechanical ventilation
shorter hospital stay
two authors independently
underlying medical conditions
murine hepatitis virus
speaker bureau/expert testimony
study provides evidence
suspected covid-19 patients
complete blood count
current study aimed
deep neural network
fever dry cough
linear regression model
mental health needs
mild cognitive impairment
negative predictive values
public health challenge
using machine learning
density functional theory
health care settings
ischemic heart disease
one patient died
present study investigated
total laparoscopic hysterectomy
universal health coverage
urinary tract infections
using thematic analysis
acute renal failure
good clinical outcome
lymph node metastasis
nucleic acid tests
single-incision laparoscopic cholecystectomy
acute coronary syndromes
acute respiratory syndrome-related
alveolar epithelial cells
cross-sectional study conducted
healthcare systems worldwide
international public health
post hoc analysis
programmed cell death
significantly increased risk
small interfering rna
c-reactive protein levels
carotid artery stenting
deep neural networks
mean square error
public health preparedness
surgical site infections
two groups according
covid-19 public health
frontline healthcare workers
improve patient outcomes
laparoscopic liver resection
nitric oxide synthase
outcome measures included
quantitative real-time pcr
supply chain management
von willebrand factor
computed tomography angiography
new coronavirus pneumonia
respiratory syndrome-related coronavirus
sensitivity specificity positive
significant risk factor
"the" coronavirus disease
adjustable gastric banding
comprehensive literature search
controlled clinical trials
critical care medicine
effective public health
neutralizing antibody titers
nuclear magnetic resonance
reach statistical significance
stroke scale score
associated risk factors
mortality among patients
multinomial logistic regression
newcastle disease virus
next generation sequencing
respiratory failure requiring
sleep quality index
university medical center
bovine viral diarrhea
community health workers
covid-19 pandemic period
descriptive cross-sectional study
feline immunodeficiency virus
health care organizations
international registered report
covid-19 pandemic lockdown
exploratory factor analysis
immune checkpoint inhibitors
lung transplant recipients
national public health
patients without covid-19
peripheral nervous system
rapid diagnostic tests
receptor angiotensin-converting enzyme
significantly higher risk
statistically significant association
study included patients
"the" covid-19 pandemic
artificial neural network
basic reproductive number
blood gas analysis
diastolic blood pressure
emergency department visits
infectious disease outbreak
new covid-19 cases
patient health questionnaire-9
transcatheter aortic valve
aerosol generating procedures
cerebral artery occlusion
covid-19 disease severity
cross-sectional observational study
face mask use
human leukocyte antigen
international clinical trials
local tumor progression
minimally invasive techniques
nasopharyngeal swab samples
remain poorly understood
viral spike protein
adult patients admitted
blood cell counts
breast cancer cells
considered statistically significant
gastroesophageal reflux disease
heart rate variability
hepatitis virus strain
human angiotensin-converting enzyme
international prospective register
molecular docking studies
national health insurance
reverse transcription pcr
significant public health
smooth muscle cells
video-assisted thoracic surgery
covid-19 pandemic poses
glasgow coma scale
patients underwent laparoscopic
pittsburgh sleep quality
respiratory virus infections
acute liver failure
acute otitis media
enzyme-linked immunosorbent assays
future research directions
laparoscopic total gastrectomy
liver function tests
mean blood loss
mean operation time
multivariable linear regression
negative binomial regression
primary care physicians
prospectively maintained database
real-time reverse transcriptase-polymerase
regional cerebral oxygen
research study investigator
reverse transcriptase pcr
scientific research study
total operative time
altered mental status
appropriate personal protective
continuous renal replacement
covid-19 patients without
data collected included
humoral immune responses
improve clinical outcomes
inform public health
intensive care medicine
mental health support
randomized double-blind placebo-controlled
syndrome corona virus
time series analysis
transmembrane serine protease
acute ischaemic stroke
covid-19 pandemic among
covid-19 patients treated
fda approved drugs
focus group discussions
global health threat
incidence rate ratio
public health issues
pubmed google scholar
recovered covid-19 patients
standardized mean difference
surface plasmon resonance
drug delivery systems
positive-strand rna viruses
potential therapeutic target
public health concerns
public health professionals
registered report identifier
routine clinical practice
secondary attack rate
severe covid-19 cases
tumor necrosis factor-α
acute hypoxemic respiratory
covid-19 confirmed cases
cross sectional study
current sars-cov-2 pandemic
design systematic review
embase cochrane library
health care worker
immunodeficiency virus type
interlobular septal thickening
molecular mechanisms underlying
partial thromboplastin time
sars-cov-2 viral load
technical success rate
high flow nasal
higher mortality rates
intraclass correlation coefficient
laparoscopic adjustable gastric
medline embase psycinfo
mental health service
methods consecutive patients
new coronavirus sars-cov-2
public health responses
stem cell transplant
two groups based
best available evidence
common bile duct
depression anxiety stress
high viral load
hypoxic respiratory failure
linear regression analyses
respiratory viral infection
reverse-transcriptase polymerase chain
since march 2020
trials registry platform
worse clinical outcomes
2020 covid-19 pandemic
consecutive patients underwent
google scholar databases
laparoscopic ventral hernia
mean arterial blood
mean follow-up period
new south wales
novel coronavirus covid-19
overall mortality rate
primary outcome measures
statistically significant increase
trial registration url
bronchial epithelial cells
future public health
interrupted time series
low anterior resection
poor sleep quality
porcine respiratory coronavirus
rift valley fever
significant negative correlation
viral diarrhea virus
2009 h1n1 influenza
cross-sectional study using
daily new cases
high blood pressure
minimally invasive surgical
oral health care
results two hundred
severe respiratory distress
severe sars-cov-2 infection
showed significant differences
systematic review aims
tissue oxygen saturation
treating covid-19 patients
underlying health conditions
amyotrophic lateral sclerosis
conventional laparoscopic surgery
elevated c-reactive protein
high-performance liquid chromatography
mitogen-activated protein kinase
online cross-sectional survey
prospective observational cohort
respiratory failure due
total hip arthroplasty
unfolded protein response
using social media
important risk factor
infectious diseases including
integrated moving average
local public health
major risk factor
medline embase cochrane
randomized controlled clinical
st-segment elevation myocardial
academic medical centers
acute respiratory syndrome-associated
c-reactive protein level
city hubei province
covid-19 pandemic led
covid-19 pandemic methods
critically ill children
deep learning methods
national health system
one patient developed
pubmed embase web
substance use disorder
acute myeloid leukemia
amino acid changes
anonymous online survey
chain reaction assay
coronavirus infectious disease
dural arteriovenous fistulas
high-flow nasal oxygen
laparoscopic inguinal hernia
large vessel occlusions
less postoperative pain
million deaths worldwide
multivariate analysis revealed
postoperative pulmonary complications
proportional hazards regression
pubmed embase cochrane
severe respiratory illness
tertiary referral center
cell cycle arrest
continuous glucose monitoring
covid-19 patients may
fisher exact test
global financial crisis
long short-term memory
low quality evidence
mental health among
standard operating procedures
transmembrane protease serine
adverse events occurred
arterial oxygen saturation
covid-19 pandemic resulted
high school students
human coronavirus 229e
macrophage activation syndrome
novel coronavirus severe
public health messaging
public health services
public health threats
receiver operating characteristics
remains unclear whether
research ethics committee
retrospective observational cohort
sars-cov-2 infection may
showed significantly higher
stroke program early
toxic shock syndrome
transanal endoscopic microsurgery
activated partial thromboplastin
alberta stroke program
case report describes
covid-19 pandemic presents
current evidence suggests
equine arteritis virus
inflammatory response syndrome
neutrophil extracellular traps
postoperative complications occurred
public health challenges
respiratory infectious diseases
respiratory tract symptoms
sars-cov-2 infection among
shown promising results
social media data
state-trait anxiety inventory
acute care hospitals
filtering facepiece respirators
following sars-cov-2 infection
health care utilization
mean patient age
paediatric intensive care
primary percutaneous coronary
provide useful information
review board approval
sars-cov-2 positive patients
specificity positive predictive
structural equation modelling
treat covid-19 patients
adaptive immune system
adolescent mental health
among college students
analyzed using descriptive
background severe acute
chronic pulmonary disease
clinical decision support
higher body mass
longer hospital stay
lower urinary tract
mdpi basel switzerland
non-steroidal anti-inflammatory drugs
public health efforts
sex body mass
simplex virus type
viral respiratory tract
wuhan city hubei
body weight loss
coronavirus disease pandemic
critical limb ischemia
different cell types
living systematic review
machine learning model
mental health interventions
overall survival rate
poor clinical outcomes
primary care providers
public health experts
single-cell rna sequencing
united arab emirates
"severe" acute respiratory
age sex body
blood oxygen saturation
controlled clinical trial
coronavirus disease covid-19
innate immune cells
japanese encephalitis virus
major adverse cardiac
multicenter cohort study
protective immune response
qualitative content analysis
retrospective single-center study
transforming growth factor
adverse cardiac events
cellular immune response
computed tomographic angiography
covid-19 pandemic outbreak
covid-19 patients compared
fourier transform infrared
h1n1 influenza pandemic
insomnia severity index
intravenous tissue plasminogen
ordinal logistic regression
proportional hazards model
prospectively collected database
rapidly spread worldwide
severe covid-19 illness
st-elevation myocardial infarction
virus life cycle
written informed consent
16s rrna gene
codon usage bias
cohort study using
contact tracing apps
covid-19 infection among
covid-19 pandemic using
covid-19 vaccine hesitancy
incisional hernia repair
intensive care admission
licensee mdpi basel
median follow-up period
mental health impacts
parainfluenza virus type
prospective cohort studies
respiratory syndrome-associated coronavirus
secondary endpoints included
small bowel obstruction
time series data
tumor necrosis factor-alpha
wiley periodicals inc.
among healthcare professionals
care unit stay
chronic heart failure
corporate social responsibility
covid-19 positive cases
global health concern
global pandemic caused
health belief model
health care provider
intestinal epithelial cells
medical subject headings
multivariate linear regression
novel human coronavirus
pearson correlation coefficient
peripheral artery disease
pressure support ventilation
public mental health
pulmonary function tests
roc curve analysis
social network analysis
suspected covid-19 cases
alcohol use disorder
common carotid artery
community acquired pneumonia
covid-19 pandemic including
human cell lines
linear mixed models
nasopharyngeal swab specimens
overall complication rate
pluripotent stem cells
public health england
retrospective cross-sectional study
sentinel lymph node
single-stranded rna viruses
social distancing guidelines
therapeutic drug monitoring
wuhan city china
000 deaths worldwide
analyzed using spss
atomic force microscopy
beck depression inventory
characteristic curve analysis
cochrane library databases
covid-19 pneumonia patients
early postoperative period
good functional outcome
host cell entry
human respiratory syncytial
induced pluripotent stem
neutralizing antibody responses
positive covid-19 test
provide valuable information
quantitative real-time polymerase
remains largely unknown
respiratory viruses including
sars-cov-2 rna detection
showed statistically significant
social media platform
veno-venous extracorporeal membrane
weighted mean difference
5-point likert scale
acute heart failure
acute stroke patients
analysis two review
chinese clinical trial
developing severe covid-19
health care access
high-sensitivity c-reactive protein
in-hospital mortality rate
local health departments
major adverse events
operating characteristic curves
patients underwent surgery
positive sars-cov-2 test
primary care settings
pulmonary arterial hypertension
quantitative reverse transcription
sars-cov-2 spike glycoprotein
statistically significant reduction
tandem mass spectrometry
wastewater treatment plants
authors licensee mdpi
chronic respiratory disease
computed tomography scans
critically ill adults
currently available data
early gastric cancer
early warning score
extracorporeal life support
graduate medical education
iop publishing ltd
los pacientes con
maslach burnout inventory
median body mass
mental health concerns
mental health impact
named coronavirus disease
pattern recognition receptors
protein data bank
statistically significantly higher
sudden cardiac death
symptomatic intracerebral hemorrhage
tissue-type plasminogen activator
total joint arthroplasty
tumour necrosis factor
viral infections including
wearing face masks
30-day mortality rate
adverse health outcomes
bovine respiratory disease
colorectal liver metastases
covid-19 patients using
decision support system
flow nasal cannula
genome-wide association studies
gilead sciences inc.
health systems worldwide
human immune system
injury severity score
known risk factors
mental health effects
natural killer cells
public health practice
results mean age
risk factors including
secondary end points
severe respiratory syndrome
sexually transmitted infections
spread rapidly around
structural equation model
study design retrospective
90-day modified rankin
acellular dermal matrix
carotid artery stenosis
consecutive patients admitted
cox regression model
feline leukemia virus
first covid-19 case
heat shock protein
public health care
randomised clinical trials
randomized controlled study
receiver operator characteristic
virus severe acute
warm ischemia time
anterior communicating artery
covid-19 pandemic response
critical care units
global coronavirus disease
improved clinical outcomes
inflammatory multisystem syndrome
johns hopkins university
lymph node metastases
machine learning algorithm
mesenchymal stromal cells
minimally invasive esophagectomy
ongoing global pandemic
patient-reported outcome measures
per million population
potential drug targets
public health implications
recent studies suggest
reported significantly higher
reviewers independently screened
studies met inclusion
acute pulmonary embolism
adverse mental health
also significantly higher
artery bypass graft
autoregressive integrated moving
emission computed tomography
fine particulate matter
host gene expression
including severe acute
individual patient data
lung cancer screening
medical intensive care
prolonged viral shedding
reported covid-19 cases
searched pubmed embase
self-rating anxiety scale
severe disease course
time blood loss
absolute lymphocyte count
adult patients undergoing
adult respiratory distress
american heart association
basilar artery occlusion
care unit patients
cox regression models
critically ill patient
daily clinical practice
failure assessment score
food supply chain
health care needs
health care staff
indoor air quality
laparoscopic partial nephrectomy
major global health
palliative care services
post-traumatic stress symptoms
public health information
randomized controlled studies
required invasive mechanical
respiratory tract specimens
results provide evidence
right lower lobe
severe adverse events
target lesion revascularization
upper respiratory infection
acid amplification tests
central venous catheter
community-dwelling older adults
emerging evidence suggests
forced vital capacity
fresh frozen plasma
high-resolution computed tomography
highly infectious disease
host cell receptor
incision laparoscopic surgery
independent prognostic factor
independently extracted data
infectious disease transmission
international normalized ratio
lymphocytic choriomeningitis virus
mean follow-up time
modified rankin score
new infectious disease
new therapeutic strategies
non-small-cell lung cancer
nucleic acid extraction
pandemic coronavirus disease
peripheral arterial disease
positive pcr test
provide important information
pulmonary function testing
randomized control trials
received mechanical ventilation
respiratory virus infection
single-port laparoscopic surgery
synonymous codon usage
ventricular assist device
viral rna replication
volatile organic compounds
5-year overall survival
abdominal aortic aneurysm
acute lymphoblastic leukemia
among patients hospitalized
coronavirus named severe
databases including pubmed
deaths per million
fragment length polymorphism
gene expression data
global health problem
infection control strategies
internal jugular vein
laparoscopic colorectal surgery
laparoscopic distal pancreatectomy
larger sample size
mean absolute error
methods retrospective analysis
mild respiratory symptoms
multivariable cox regression
older age groups
pacientes con covid-19
present study provides
prolonged hospital stay
public health departments
retrospective case-control study
retrospective cohort studies
sars-cov-2 igg antibodies
serum samples collected
significantly higher compared
social media posts
used logistic regression
using molecular docking
abdominal wall reconstruction
adequate personal protective
adult covid-19 patients
adverse cardiovascular events
age male sex
air quality index
anterior cruciate ligament
arterial blood gases
bovine respiratory syncytial
chinese herbal medicine
chronic respiratory diseases
consecutive adult patients
contrast-enhanced computed tomography
covid-19 mortality rate
false negative results
least one comorbidity
longer operative time
male wistar rats
one patient required
overall survival rates
public health problems
seasonal influenza vaccination
single amino acid
single-center retrospective study
statistically significant decrease
worldwide public health
acute disseminated encephalomyelitis
among critically ill
anxiety disorder scale
associated factors among
called severe acute
cancer genome atlas
cases per day
covid-19 health crisis
cycle threshold values
future clinical trials
gene expression analysis
gene expression profiling
important risk factors
intensive care patients
logistic regression showed
minimally invasive technique
nationally representative sample
new confirmed cases
novel coronavirus outbreak
pediatric emergency department
present two cases
proportional hazards models
protective immune responses
proton pump inhibitors
remain largely unknown
require intensive care
requiring invasive mechanical
respiratory infectious disease
small sample sizes
still poorly understood
wall shear stress
adverse clinical outcomes
age sex race
big data analytics
cases per million
chronic disease management
common presenting symptoms
cross-sectional study design
design retrospective cohort
direct patient care
end-stage kidney disease
first affiliated hospital
first six months
first step towards
human bronchial epithelial
identified risk factors
improve patient care
major adverse cardiovascular
median blood loss
median follow-up time
outcomes among patients
patients requiring mechanical
quality improvement program
solid organ transplantation
univariate logistic regression
blood glucose levels
control group received
covid-19 pandemic however
covid-19 pandemic situation
first three months
generalized estimating equations
h1n1 influenza virus
least absolute shrinkage
machine learning approaches
make informed decisions
may help identify
median operating time
mixed methods study
pediatric acute respiratory
play key roles
public health intervention
public health recommendations
report two cases
require mechanical ventilation
respiratory tract samples
sensorineural hearing loss
severe mental illness
shared decision making
showed significantly lower
spread rapidly across
spread rapidly worldwide
study investigated whether
suspected covid-19 infection
using deep learning
van der waals
viral nucleic acids
among people living
chronic lung diseases
clinical risk factors
covid-19 lockdown period
creative commons attribution
daily confirmed cases
deep convolutional neural
diseases including covid-19
electrical impedance tomography
elevated inflammatory markers
end-stage liver disease
greenhouse gas emissions
hip fracture patients
human monoclonal antibodies
hypertension diabetes mellitus
incidence rate ratios
increased mortality risk
intensive care treatment
laboratory confirmed covid-19
left anterior descending
markov chain monte
methods patients undergoing
one health approach
organ dysfunction syndrome
phylogenetic analysis revealed
prospective randomized study
rapidly spread across
receiving mechanical ventilation
recurrent laryngeal nerve
reported higher levels
significantly higher proportion
swine fever virus
systematic review aimed
three time points
time estimated blood
transanal minimally invasive
two time points
undergoing cardiac surgery
using spss version
venous sinus thrombosis
virus nucleic acid
acute lower respiratory
among patients undergoing
among young adults
cell adhesion molecule
chain monte carlo
covid-19 main protease
covid-19 pandemic crisis
covid-19 pandemic represents
covid-19 social distancing
critical care nurses
delayed gastric emptying
factors independently associated
furin cleavage site
health care institutions
human airway epithelial
including social distancing
infectious bursal disease
inflammatory bowel diseases
laparoscopic donor nephrectomy
left ventricular assist
main risk factors
maintaining social distancing
microvascular endothelial cells
neural network model
non-invasive mechanical ventilation
play critical roles
positive rt-pcr results
present study examined
public health events
pubmed embase scopus
quality improvement project
rapidly spread throughout
000 confirmed cases
acute myocardial injury
autonomic nervous system
b-type natriuretic peptide
computed tomography revealed
disease 2019 infection
frontline health care
functional magnetic resonance
gastric bypass surgery
higher in-hospital mortality
infectious disease surveillance
infectious respiratory disease
mental health difficulties
molecular docking study
new zealand white
positive predictive values
public health practitioners
recent evidence suggests
regional oxygen saturation
regression analysis indicated
science core collection
significantly higher rates
study examined whether
using publicly available
ventilator-induced lung injury
abnormal liver function
abo blood group
additional file accessible
among children aged
among patients receiving
aneurysmal subarachnoid hemorrhage
authors independently screened
chronic health conditions
community mental health
complete genome sequence
computed tomography images
conditional logistic regression
controlled trials comparing
coronavirus infection covid-19
disease 2019 outbreak
healthy control subjects
higher among patients
interferon regulatory factor
laboratory-confirmed sars-cov-2 infection
legal entity responsible
mean estimated blood
mental health challenges
methods medical records
murine coronavirus mouse
nonsteroidal anti-inflammatory drugs
novel coronavirus named
patients without diabetes
population-based cohort study
possible risk factors
psychological distress among
random effects meta-analysis
rankin scale scores
respiratory tract illness
rt-pcr test results
sars cov-2 infection
simulation results show
spread rapidly throughout
using two different
vascular endothelial cells
2019-ncov nucleic acid
amino acid identity
among medical students
chimeric antigen receptor
confirmed coronavirus disease
covid-19 pandemic due
current pandemic situation
depression rating scale
diagnostic accuracy studies
electronic databases including
endoscopic retrograde cholangiopancreatography
endoscopic submucosal dissection
