
hemhorriods	["[('hemorrhoids', 0.9), ('hemorrhoids.', 0.9), ('hemorrhoids,', 0.9), ('haemorrhoids', 0.9)]"]	hemorrhoids	Changed	{'Corrected - Using MultiEdit Probable Candidates [hemhorriods ==> hemorrhoids]'}
excema	["[('eczema', 0.9), ('extrema', 0.9), ('exempta', 0.9), ('excreta', 0.9)]"]	eczema	Changed	{'Corrected - Using MultiEdit Probable Candidates [excema ==> eczema]'}
phimosis	[]	phimosis	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [phimosis]'}
split lip	[]	split lip	Same	{'Same- Token Exists in English Vocabulary [lip]', 'Same- Token Exists in English Vocabulary [split]'}
yeast in diaper area	[]	yeast in diaper area	Same	{'Same- Token Exists in English Vocabulary [diaper]', 'Same- Token Exists in English Vocabulary [yeast]', 'Same- Token Exists in English Vocabulary [area]', 'Same- Token Exists in English Vocabulary [in]'}
help blood flow through artory	["[('artery', 0.0006318886092654568)]"]	help blood flow through artery	Changed	{'Same- Token Exists in English Vocabulary [help]', 'Same- Token Exists in English Vocabulary [through]', 'Same- Token Exists in English Vocabulary [flow]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [artory ==> artery]', 'Same- Token Exists in English Vocabulary [blood]'}
excessive coughing	[]	excessive coughing	Same	{'Same- Token Exists in English Vocabulary [excessive]', 'Same- Token Exists in English Vocabulary [coughing]'}
prolonged cough after cold	[]	prolonged cough after cold	Same	{'Same- Token Exists in English Vocabulary [cold]', 'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [after]', 'Same- Token Exists in English Vocabulary [prolonged]'}
herpes zoster	[]	herpes zoster	Same	{'Same- Token Exists in English Vocabulary [zoster]', 'Same- Token Exists in English Vocabulary [herpes]'}
hypothyroidsim	["[('hypothyroidism', 3.0804063055917074e-05)]"]	hypothyroidism	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hypothyroidsim ==> hypothyroidism]'}
unknown	[]	unknown	Same	{'Same- Token Exists in English Vocabulary [unknown]'}
group b streptococcus infection	[]	group b streptococcus infection	Same	{'Same- Token Exists in English Vocabulary [b]', 'Same- Token Exists in English Vocabulary [group]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [streptococcus]'}
hives from unknown allergen	[]	hives from unknown allergen	Same	{'Same- Token Exists in English Vocabulary [hives]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [unknown]', 'Same- Token Exists in English Vocabulary [allergen]'}
hyperactive airway	[]	hyperactive airway	Same	{'Same- Token Exists in English Vocabulary [hyperactive]', 'Same- Token Exists in English Vocabulary [airway]'}
cold and fly symptoms	[]	cold and fly symptoms	Same	{'Same- Token Exists in English Vocabulary [symptoms]', 'Same- Token Exists in English Vocabulary [fly]', 'Same- Token Exists in English Vocabulary [cold]', 'Same- Token Exists in English Vocabulary [and]'}
emergency protocol for seizures	[]	emergency protocol for seizures	Same	{'Same- Token Exists in English Vocabulary [seizures]', 'Same- Token Exists in English Vocabulary [emergency]', 'Same- Token Exists in English Vocabulary [protocol]', 'Same- Token Exists in English Vocabulary [for]'}
urticaria due to excercise	["[('exercise', 7.701015763979268e-06)]"]	urticaria due to exercise	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [excercise ==> exercise]', 'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [urticaria]'}
nausea from chemo	[]	nausea from chemo	Same	{'Same- Token Exists in English Vocabulary [nausea]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [chemo]'}
sedation while coding baby in nicu	[]	sedation while coding baby in nicu	Same	{'Same- Token Exists in English Vocabulary [sedation]', 'Same- Token Exists in English Vocabulary [coding]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [nicu]', 'Same- Token Exists in English Vocabulary [while]', 'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [baby]'}
irritation in throat	[]	irritation in throat	Same	{'Same- Token Exists in English Vocabulary [throat]', 'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [irritation]'}
urine infection	[]	urine infection	Same	{'Same- Token Exists in English Vocabulary [urine]', 'Same- Token Exists in English Vocabulary [infection]'}
bacteria infection	[]	bacteria infection	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [bacteria]'}
general health benefits	[]	general health benefits	Same	{'Same- Token Exists in English Vocabulary [general]', 'Same- Token Exists in English Vocabulary [health]', 'Same- Token Exists in English Vocabulary [benefits]'}
suspected bladder infection	[]	suspected bladder infection	Same	{'Same- Token Exists in English Vocabulary [bladder]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [suspected]'}
enlarged valve between kidney and urethra	[]	enlarged valve between kidney and urethra	Same	{'Same- Token Exists in English Vocabulary [urethra]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [enlarged]', 'Same- Token Exists in English Vocabulary [between]', 'Same- Token Exists in English Vocabulary [kidney]', 'Same- Token Exists in English Vocabulary [valve]'}
slight breathing difficulty	[]	slight breathing difficulty	Same	{'Same- Token Exists in English Vocabulary [slight]', 'Same- Token Exists in English Vocabulary [breathing]', 'Same- Token Exists in English Vocabulary [difficulty]'}
excessive spit up	[]	excessive spit up	Same	{'Same- Token Exists in English Vocabulary [excessive]', 'Same- Token Exists in English Vocabulary [spit]', 'Same- Token Exists in English Vocabulary [up]'}
sinus and chest congestion	[]	sinus and chest congestion	Same	{'Same- Token Exists in English Vocabulary [sinus]', 'Same- Token Exists in English Vocabulary [congestion]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [chest]'}
ear infection, high fever	["[('a', 0.0011117834863471124), ('s', 0.0006886329359474093), ('b', 0.0004896224759414188), ('d', 0.00035384140852388955), ('c', 0.000264266435690236), ('i', 0.00018725627805044328), ('e', 0.00010619295421908255), ('t', 9.160155592943762e-05), ('g', 8.430585678461515e-05), ('f', 8.268459030798794e-05), ('n', 6.120280949267734e-05), ('h', 4.944862753713004e-05), ('k', 4.782736106050283e-05), ('x', 4.701672782218922e-05), ('v', 3.485722924748511e-05), ('p', 2.8372163340976255e-05), ('j', 2.6345580245192236e-05), ('q', 2.3103047291937807e-05), ('o', 2.148178081531059e-05), ('l', 2.1076464196153788e-05), ('m', 1.986051433868338e-05), ('y', 1.1348865336390502e-05), ('r', 9.727598859763288e-06), ('z', 8.91696562144968e-06), ('u', 6.485065906508858e-06), ('w', 2.8372163340976255e-06)]"]	ear infection a high fever	Changed	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [high]', 'Same- Token Exists in English Vocabulary [ear]', 'Same- Token Exists in English Vocabulary [fever]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ ==> a]'}
chronic rhinitis	[]	chronic rhinitis	Same	{'Same- Token Exists in English Vocabulary [rhinitis]', 'Same- Token Exists in English Vocabulary [chronic]'}
vomiting	[]	vomiting	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [vomiting]'}
discomofort from vaccinations	["[('discomfort', 1.215949857470411e-06)]"]	discomfort from vaccinations	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [discomofort ==> discomfort]', 'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [vaccinations]'}
fever from vaccinations	[]	fever from vaccinations	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [fever]', 'Same- Token Exists in English Vocabulary [vaccinations]'}
dental infection after dental extraction	[]	dental infection after dental extraction	Same	{'Same- Token Exists in English Vocabulary [extraction]', 'Same- Token Exists in English Vocabulary [dental]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [after]'}
ongoing cough	[]	ongoing cough	Same	{'Same- Token Exists in English Vocabulary [ongoing]', 'Same- Token Exists in English Vocabulary [cough]'}
hypothryrodism	["[('hypothyroidism', 0.9), ('hypothryoidism', 0.9), ('hypoythyroidism', 0.9), ('hypothyroidism<', 0.9)]"]	hypothyroidism	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypothryrodism ==> hypothyroidism]'}
deer tick	[]	deer tick	Same	{'Same- Token Exists in English Vocabulary [tick]', 'Same- Token Exists in English Vocabulary [deer]'}
tonsils removed	[]	tonsils removed	Same	{'Same- Token Exists in English Vocabulary [tonsils]', 'Same- Token Exists in English Vocabulary [removed]'}
cramps	[]	cramps	Same	{'Same- Token Exists in English Vocabulary [cramps]'}
trouble breathing during a cold	[]	trouble breathing during a cold	Same	{'Same- Token Exists in English Vocabulary [a]', 'Same- Token Exists in English Vocabulary [during]', 'Same- Token Exists in English Vocabulary [trouble]', 'Same- Token Exists in English Vocabulary [breathing]', 'Same- Token Exists in English Vocabulary [cold]'}
mastitis	[]	mastitis	Same	{'Same- Token Exists in English Vocabulary [mastitis]'}
oral sores	[]	oral sores	Same	{'Same- Token Exists in English Vocabulary [sores]', 'Same- Token Exists in English Vocabulary [oral]'}
closed eye duct	[]	closed eye duct	Same	{'Same- Token Exists in English Vocabulary [eye]', 'Same- Token Exists in English Vocabulary [duct]', 'Same- Token Exists in English Vocabulary [closed]'}
discomfort and fever	[]	discomfort and fever	Same	{'Same- Token Exists in English Vocabulary [fever]', 'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [and]'}
back aches	[]	back aches	Same	{'Same- Token Exists in English Vocabulary [aches]', 'Same- Token Exists in English Vocabulary [back]'}
augmentaion of labour	["[('augmentation', 1.215949857470411e-06)]"]	augmentation of labour	Changed	{'Same- Token Exists in English Vocabulary [of]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [augmentaion ==> augmentation]', 'Same- Token Exists in English Vocabulary [labour]'}
thrush on nipple and breast	[]	thrush on nipple and breast	Same	{'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [nipple]', 'Same- Token Exists in English Vocabulary [breast]', 'Same- Token Exists in English Vocabulary [thrush]'}
vaginal pain	[]	vaginal pain	Same	{'Same- Token Exists in English Vocabulary [vaginal]', 'Same- Token Exists in English Vocabulary [pain]'}
vommiting	["[('vomiting', 1.9455197719526575e-05)]"]	vomiting	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [vommiting ==> vomiting]'}
cough and runny nose	[]	cough and runny nose	Same	{'Same- Token Exists in English Vocabulary [nose]', 'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [runny]'}
not applicable	[]	not applicable	Same	{'Same- Token Exists in English Vocabulary [applicable]', 'Same- Token Exists in English Vocabulary [not]'}
mild ear infection	[]	mild ear infection	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [mild]', 'Same- Token Exists in English Vocabulary [ear]'}
pertussis baby	[]	pertussis baby	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [pertussis]', 'Same- Token Exists in English Vocabulary [baby]'}
discomfort in ear on airplane	[]	discomfort in ear on airplane	Same	{'Same- Token Exists in English Vocabulary [airplane]', 'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [ear]'}
anti-malaria	[]	anti-malaria	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [anti-malaria]'}
discomfort related to circumcision	[]	discomfort related to circumcision	Same	{'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [related]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [circumcision]'}
penile infection	[]	penile infection	Same	{'Same- Token Exists in English Vocabulary [penile]', 'Same- Token Exists in English Vocabulary [infection]'}
ultcerative colitis	["[('ulcerative', 4.134229515399397e-05)]"]	ulcerative colitis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [ultcerative ==> ulcerative]', 'Same- Token Exists in English Vocabulary [colitis]'}
finger injury	[]	finger injury	Same	{'Same- Token Exists in English Vocabulary [injury]', 'Same- Token Exists in English Vocabulary [finger]'}
sore leg	[]	sore leg	Same	{'Same- Token Exists in English Vocabulary [sore]', 'Same- Token Exists in English Vocabulary [leg]'}
cut on finger	[]	cut on finger	Same	{'Same- Token Exists in English Vocabulary [finger]', 'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [cut]'}
ruptured eardrum	[]	ruptured eardrum	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [ruptured]', 'Same- Token Exists in English Vocabulary [eardrum]'}
hives on face	[]	hives on face	Same	{'Same- Token Exists in English Vocabulary [hives]', 'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [face]'}
light headiness	['[]']	light headedness	Changed	{'Corrected- Using Customized Lookup-Table [headiness ==> headedness]', 'Same- Token Exists in English Vocabulary [light]'}
h1n1	[]	h1n1	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [h1n1]'}
impetaigo	["[('impetigo', 9.727598859763288e-06)]"]	impetigo	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [impetaigo ==> impetigo]'}
gastroenteritis	[]	gastroenteritis	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [gastroenteritis]'}
