
to prevent sinus infection	[]	to prevent sinus infection	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [prevent]', 'Same- Token Exists in English Vocabulary [sinus]'}
control of elevated blood pressure	[]	control of elevated blood pressure	Same	{'Same- Token Exists in English Vocabulary [elevated]', 'Same- Token Exists in English Vocabulary [blood]', 'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [control]', 'Same- Token Exists in English Vocabulary [pressure]'}
prophylactic for whooping cough	[]	prophylactic for whooping cough	Same	{'Same- Token Exists in English Vocabulary [cough]', 'Same- Token Exists in English Vocabulary [whooping]', 'Same- Token Exists in English Vocabulary [prophylactic]', 'Same- Token Exists in English Vocabulary [for]'}
fractured arm	[]	fractured arm	Same	{'Same- Token Exists in English Vocabulary [arm]', 'Same- Token Exists in English Vocabulary [fractured]'}
possible ear infection	[]	possible ear infection	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [ear]', 'Same- Token Exists in English Vocabulary [possible]'}
rash due to roseola	[]	rash due to roseola	Same	{'Same- Token Exists in English Vocabulary [rash]', 'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [roseola]'}
swollen eye	[]	swollen eye	Same	{'Same- Token Exists in English Vocabulary [eye]', 'Same- Token Exists in English Vocabulary [swollen]'}
severe stomach cramping	[]	severe stomach cramping	Same	{'Same- Token Exists in English Vocabulary [stomach]', 'Same- Token Exists in English Vocabulary [severe]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [cramping]'}
fever discomfort from vaccinations	[]	fever discomfort from vaccinations	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [vaccinations]', 'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [fever]'}
sedative for sutures	[]	sedative for sutures	Same	{'Same- Token Exists in English Vocabulary [sutures]', 'Same- Token Exists in English Vocabulary [sedative]', 'Same- Token Exists in English Vocabulary [for]'}
heart condition	[]	heart condition	Same	{'Same- Token Exists in English Vocabulary [heart]', 'Same- Token Exists in English Vocabulary [condition]'}
uterus infection potential	[]	uterus infection potential	Same	{'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [uterus]', 'Same- Token Exists in English Vocabulary [potential]'}
respiratory depression	[]	respiratory depression	Same	{'Same- Token Exists in English Vocabulary [respiratory]', 'Same- Token Exists in English Vocabulary [depression]'}
discomfort with colds	[]	discomfort with colds	Same	{'Same- Token Exists in English Vocabulary [with]', 'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [colds]'}
pain due to circumcision	[]	pain due to circumcision	Same	{'Same- Token Exists in English Vocabulary [due]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [circumcision]'}
extreme nausea	[]	extreme nausea	Same	{'Same- Token Exists in English Vocabulary [extreme]', 'Same- Token Exists in English Vocabulary [nausea]'}
discomfort from virus	[]	discomfort from virus	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [virus]', 'Same- Token Exists in English Vocabulary [discomfort]'}
hand foot and mouth sores	[]	hand foot and mouth sores	Same	{'Same- Token Exists in English Vocabulary [mouth]', 'Same- Token Exists in English Vocabulary [hand]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [foot]', 'Same- Token Exists in English Vocabulary [sores]'}
rash on diaper area	[]	rash on diaper area	Same	{'Same- Token Exists in English Vocabulary [diaper]', 'Same- Token Exists in English Vocabulary [rash]', 'Same- Token Exists in English Vocabulary [area]', 'Same- Token Exists in English Vocabulary [on]'}
hormone therapy	[]	hormone therapy	Same	{'Same- Token Exists in English Vocabulary [hormone]', 'Same- Token Exists in English Vocabulary [therapy]'}
eye virus	[]	eye virus	Same	{'Same- Token Exists in English Vocabulary [eye]', 'Same- Token Exists in English Vocabulary [virus]'}
hernia repair	[]	hernia repair	Same	{'Same- Token Exists in English Vocabulary [repair]', 'Same- Token Exists in English Vocabulary [hernia]'}
given before allergy test	[]	given before allergy test	Same	{'Same- Token Exists in English Vocabulary [before]', 'Same- Token Exists in English Vocabulary [allergy]', 'Same- Token Exists in English Vocabulary [given]', 'Same- Token Exists in English Vocabulary [test]'}
fever,discomfort	[]	fever discomfort	Same	{'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [fever]'}
treatment of central nervous system	[]	treatment of central nervous system	Same	{'Same- Token Exists in English Vocabulary [treatment]', 'Same- Token Exists in English Vocabulary [nervous]', 'Same- Token Exists in English Vocabulary [system]', 'Same- Token Exists in English Vocabulary [of]', 'Same- Token Exists in English Vocabulary [central]'}
prevent nausea	[]	prevent nausea	Same	{'Same- Token Exists in English Vocabulary [prevent]', 'Same- Token Exists in English Vocabulary [nausea]'}
joint and muscle pain	[]	joint and muscle pain	Same	{'Same- Token Exists in English Vocabulary [muscle]', 'Same- Token Exists in English Vocabulary [joint]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [pain]'}
viral skin rash	[]	viral skin rash	Same	{'Same- Token Exists in English Vocabulary [rash]', 'Same- Token Exists in English Vocabulary [viral]', 'Same- Token Exists in English Vocabulary [skin]'}
deep cup on leg	[]	deep cup on leg	Same	{'Same- Token Exists in English Vocabulary [cup]', 'Same- Token Exists in English Vocabulary [leg]', 'Same- Token Exists in English Vocabulary [deep]', 'Same- Token Exists in English Vocabulary [on]'}
knee injury	[]	knee injury	Same	{'Same- Token Exists in English Vocabulary [injury]', 'Same- Token Exists in English Vocabulary [knee]'}
pain from surgery	[]	pain from surgery	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [surgery]'}
post-partum depression	[]	post-partum depression	Same	{'Same- Token Exists in English Vocabulary [post-partum]', 'Same- Token Exists in English Vocabulary [depression]'}
upper respiratory tract infection	[]	upper respiratory tract infection	Same	{'Same- Token Exists in English Vocabulary [tract]', 'Same- Token Exists in English Vocabulary [respiratory]', 'Same- Token Exists in English Vocabulary [upper]', 'Same- Token Exists in English Vocabulary [infection]'}
breathing difficulty with cold	[]	breathing difficulty with cold	Same	{'Same- Token Exists in English Vocabulary [difficulty]', 'Same- Token Exists in English Vocabulary [with]', 'Same- Token Exists in English Vocabulary [breathing]', 'Same- Token Exists in English Vocabulary [cold]'}
c difficile	[]	c difficile	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [difficile]', 'Same- Token Exists in English Vocabulary [c]'}
pain after car accident	[]	pain after car accident	Same	{'Same- Token Exists in English Vocabulary [after]', 'Same- Token Exists in English Vocabulary [accident]', 'Same- Token Exists in English Vocabulary [pain]', 'Same- Token Exists in English Vocabulary [car]'}
bacterial infection on face	[]	bacterial infection on face	Same	{'Same- Token Exists in English Vocabulary [face]', 'Same- Token Exists in English Vocabulary [bacterial]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [on]'}
thyroid cancer	[]	thyroid cancer	Same	{'Same- Token Exists in English Vocabulary [thyroid]', 'Same- Token Exists in English Vocabulary [cancer]'}
stomache gas and bloating	["[('stomach', 7.903674073557671e-05)]"]	stomach gas and bloating	Changed	{'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [gas]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [bloating]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stomache ==> stomach]'}
prevent air sickness	[]	prevent air sickness	Same	{'Same- Token Exists in English Vocabulary [sickness]', 'Same- Token Exists in English Vocabulary [prevent]', 'Same- Token Exists in English Vocabulary [air]'}
discomfort with vaccination	[]	discomfort with vaccination	Same	{'Same- Token Exists in English Vocabulary [with]', 'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [vaccination]'}
enlarged valve between kidney and urethra	[]	enlarged valve between kidney and urethra	Same	{'Same- Token Exists in English Vocabulary [enlarged]', 'Same- Token Exists in English Vocabulary [urethra]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [valve]', 'Same- Token Exists in English Vocabulary [between]', 'Same- Token Exists in English Vocabulary [kidney]'}
after circumcision	[]	after circumcision	Same	{'Same- Token Exists in English Vocabulary [after]', 'Same- Token Exists in English Vocabulary [circumcision]'}
discharge from eye	[]	discharge from eye	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [discharge]', 'Same- Token Exists in English Vocabulary [eye]'}
life threatening reaction to morphine	[]	life threatening reaction to morphine	Same	{'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [life]', 'Same- Token Exists in English Vocabulary [reaction]', 'Same- Token Exists in English Vocabulary [morphine]', 'Same- Token Exists in English Vocabulary [threatening]'}
urinary tract infection prophylaxis tests	[]	urinary tract infection prophylaxis tests	Same	{'Same- Token Exists in English Vocabulary [urinary]', 'Same- Token Exists in English Vocabulary [tests]', 'Same- Token Exists in English Vocabulary [tract]', 'Same- Token Exists in English Vocabulary [prophylaxis]', 'Same- Token Exists in English Vocabulary [infection]'}
skin warts	[]	skin warts	Same	{'Same- Token Exists in English Vocabulary [warts]', 'Same- Token Exists in English Vocabulary [skin]'}
prophylaxis until culture results	[]	prophylaxis until culture results	Same	{'Same- Token Exists in English Vocabulary [culture]', 'Same- Token Exists in English Vocabulary [results]', 'Same- Token Exists in English Vocabulary [prophylaxis]', 'Same- Token Exists in English Vocabulary [until]'}
discomfort after delivery	[]	discomfort after delivery	Same	{'Same- Token Exists in English Vocabulary [delivery]', 'Same- Token Exists in English Vocabulary [after]', 'Same- Token Exists in English Vocabulary [discomfort]'}
infection in the nose	[]	infection in the nose	Same	{'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [the]', 'Same- Token Exists in English Vocabulary [nose]'}
sore neck	[]	sore neck	Same	{'Same- Token Exists in English Vocabulary [neck]', 'Same- Token Exists in English Vocabulary [sore]'}
plugged eye duct	[]	plugged eye duct	Same	{'Same- Token Exists in English Vocabulary [eye]', 'Same- Token Exists in English Vocabulary [duct]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [plugged]'}
herpes treatment	[]	herpes treatment	Same	{'Same- Token Exists in English Vocabulary [herpes]', 'Same- Token Exists in English Vocabulary [treatment]'}
headaches and backpain	[]	headaches and backpain	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [backpain]', 'Same- Token Exists in English Vocabulary [headaches]', 'Same- Token Exists in English Vocabulary [and]'}
prevent blocked milk ducts	[]	prevent blocked milk ducts	Same	{'Same- Token Exists in English Vocabulary [milk]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [blocked]', 'Same- Token Exists in English Vocabulary [ducts]', 'Same- Token Exists in English Vocabulary [prevent]'}
dry areas on face	[]	dry areas on face	Same	{'Same- Token Exists in English Vocabulary [face]', 'Same- Token Exists in English Vocabulary [dry]', 'Same- Token Exists in English Vocabulary [areas]', 'Same- Token Exists in English Vocabulary [on]'}
pervent herpes breakouts	["[('percent', 4.053166191568036e-06), ('prevent', 1.215949857470411e-06)]"]	percent herpes breakouts	Changed	{'Same- Token Exists in English Vocabulary [herpes]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pervent ==> percent]', 'Same- Token Exists in English Vocabulary [breakouts]'}
postpartum cardiomyopathy	[]	postpartum cardiomyopathy	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [postpartum]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [cardiomyopathy]'}
infected finger	[]	infected finger	Same	{'Same- Token Exists in English Vocabulary [infected]', 'Same- Token Exists in English Vocabulary [finger]'}
drug reaction	[]	drug reaction	Same	{'Same- Token Exists in English Vocabulary [drug]', 'Same- Token Exists in English Vocabulary [reaction]'}
stuffed nose	[]	stuffed nose	Same	{'Same- Token Exists in English Vocabulary [nose]', 'Same- Token Exists in English Vocabulary [stuffed]'}
group b stretococcus positive	["[('streptococcus', 1.2159498574704108e-05)]"]	group b streptococcus positive	Changed	{'Same- Token Exists in English Vocabulary [positive]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stretococcus ==> streptococcus]', 'Same- Token Exists in English Vocabulary [group]', 'Same- Token Exists in English Vocabulary [b]'}
allergic to cold virus	[]	allergic to cold virus	Same	{'Same- Token Exists in English Vocabulary [virus]', 'Same- Token Exists in English Vocabulary [allergic]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [cold]'}
unknown allergy	[]	unknown allergy	Same	{'Same- Token Exists in English Vocabulary [allergy]', 'Same- Token Exists in English Vocabulary [unknown]'}
discomfort from toe injury	[]	discomfort from toe injury	Same	{'Same- Token Exists in English Vocabulary [from]', 'Same- Token Exists in English Vocabulary [toe]', 'Same- Token Exists in English Vocabulary [injury]', 'Same- Token Exists in English Vocabulary [discomfort]'}
antibiotic for urinary tract infection	[]	antibiotic for urinary tract infection	Same	{'Same- Token Exists in English Vocabulary [urinary]', 'Same- Token Exists in English Vocabulary [for]', 'Same- Token Exists in English Vocabulary [tract]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [antibiotic]'}
degloved his gum	[]	degloved his gum	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [degloved]', 'Same- Token Exists in English Vocabulary [his]', 'Same- Token Exists in English Vocabulary [gum]'}
circumcision	[]	circumcision	Same	{'Same- Token Exists in English Vocabulary [circumcision]'}
colic	[]	colic	Same	{'Same- Token Exists in English Vocabulary [colic]'}
sunburn	[]	sunburn	Same	{'Same- Token Exists in English Vocabulary [sunburn]'}
discomfort	[]	discomfort	Same	{'Same- Token Exists in English Vocabulary [discomfort]'}
reaction to mosquito and black fly bites	[]	reaction to mosquito and black fly bites	Same	{'Same- Token Exists in English Vocabulary [mosquito]', 'Same- Token Exists in English Vocabulary [to]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [fly]', 'Same- Token Exists in English Vocabulary [reaction]', 'Same- Token Exists in English Vocabulary [black]', 'Same- Token Exists in English Vocabulary [bites]'}
cramp	[]	cramp	Same	{'Same- Token Exists in English Vocabulary [cramp]'}
possible hand	[]	possible hand	Same	{'Same- Token Exists in English Vocabulary [hand]', 'Same- Token Exists in English Vocabulary [possible]'}
oral sores	[]	oral sores	Same	{'Same- Token Exists in English Vocabulary [sores]', 'Same- Token Exists in English Vocabulary [oral]'}
urinary discomfort	[]	urinary discomfort	Same	{'Same- Token Exists in English Vocabulary [discomfort]', 'Same- Token Exists in English Vocabulary [urinary]'}
testing for sleepiness	[]	testing for sleepiness	Same	{'Same- Token Exists in English Vocabulary [testing]', 'Same- Token Exists in English Vocabulary [sleepiness]', 'Same- Token Exists in English Vocabulary [for]'}
fungus	[]	fungus	Same	{'Same- Token Exists in English Vocabulary [fungus]'}
had a fall	[]	had a fall	Same	{'Same- Token Exists in English Vocabulary [had]', 'Same- Token Exists in English Vocabulary [fall]', 'Same- Token Exists in English Vocabulary [a]'}
measles	[]	measles	Same	{'Same- Token Exists in English Vocabulary [measles]'}
mild fevers	[]	mild fevers	Same	{'Same- Token Exists in English Vocabulary [fevers]', 'Same- Token Exists in English Vocabulary [mild]'}
hypothryrodism	["[('hypothyroidism', 0.9), ('hypothryoidism', 0.9), ('hypoythyroidism', 0.9), ('hypothyroidism<', 0.9)]"]	hypothyroidism	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypothryrodism ==> hypothyroidism]'}
encopreses	["[('encopresis', 2.431899714940822e-06)]"]	encopresis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [encopreses ==> encopresis]'}
arrhythmia	[]	arrhythmia	Same	{'Same- Token Exists in Domain-Specific Terminological-Corpus [arrhythmia]'}
sore thoat	['[]']	sore throat	Changed	{'Corrected- Using Customized Lookup-Table [thoat ==> throat]', 'Same- Token Exists in English Vocabulary [sore]'}
asthma attacks	[]	asthma attacks	Same	{'Same- Token Exists in English Vocabulary [asthma]', 'Same- Token Exists in English Vocabulary [attacks]'}
bronquiolitis	["[('bronquiolite', 0.9), ('bronchiolitis', 0.9), ('bronchiolitis/', 0.9), ('bronchiolitis.', 0.9)]"]	bronquiolite	Changed	{'Corrected - Using MultiEdit Probable Candidates [bronquiolitis ==> bronquiolite]'}
fractured ribs	[]	fractured ribs	Same	{'Same- Token Exists in English Vocabulary [ribs]', 'Same- Token Exists in English Vocabulary [fractured]'}
hypotyroidism	["[('hypothyroidism', 3.0804063055917074e-05)]"]	hypothyroidism	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hypotyroidism ==> hypothyroidism]'}
mild	[]	mild	Same	{'Same- Token Exists in English Vocabulary [mild]'}
bacterial conjuntivitis	["[('conjunctivitis', 4.134229515399397e-05)]"]	bacterial conjunctivitis	Changed	{'Same- Token Exists in English Vocabulary [bacterial]', 'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [conjuntivitis ==> conjunctivitis]'}
gestational dibetes	["[('diabetes', 0.0002902066993162714)]"]	gestational diabetes	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [dibetes ==> diabetes]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [gestational]'}
pregnancy	[]	pregnancy	Same	{'Same- Token Exists in English Vocabulary [pregnancy]'}
migraines	[]	migraines	Same	{'Same- Token Exists in English Vocabulary [migraines]'}
polycystic ovary syndrom	["[('syndrome', 0.0024371688309898602)]"]	polycystic ovary syndrome	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [syndrom ==> syndrome]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [polycystic]', 'Same- Token Exists in English Vocabulary [ovary]'}
foot pain	[]	foot pain	Same	{'Same- Token Exists in English Vocabulary [foot]', 'Same- Token Exists in English Vocabulary [pain]'}
juvenile rheumatoid arthritis	[]	juvenile rheumatoid arthritis	Same	{'Same- Token Exists in English Vocabulary [rheumatoid]', 'Same- Token Exists in English Vocabulary [arthritis]', 'Same- Token Exists in English Vocabulary [juvenile]'}
vaccinations	[]	vaccinations	Same	{'Same- Token Exists in English Vocabulary [vaccinations]'}
bronchitis infection	[]	bronchitis infection	Same	{'Same- Token Exists in English Vocabulary [bronchitis]', 'Same- Token Exists in English Vocabulary [infection]'}
rash on leg	[]	rash on leg	Same	{'Same- Token Exists in English Vocabulary [rash]', 'Same- Token Exists in English Vocabulary [leg]', 'Same- Token Exists in English Vocabulary [on]'}
general health benefits	[]	general health benefits	Same	{'Same- Token Exists in English Vocabulary [health]', 'Same- Token Exists in English Vocabulary [benefits]', 'Same- Token Exists in English Vocabulary [general]'}
baby has milk intolerance	[]	baby has milk intolerance	Same	{'Same- Token Exists in English Vocabulary [milk]', 'Same- Token Exists in English Vocabulary [has]', 'Same- Token Exists in English Vocabulary [intolerance]', 'Same- Token Exists in English Vocabulary [baby]'}
constipation issues	[]	constipation issues	Same	{'Same- Token Exists in English Vocabulary [issues]', 'Same- Token Exists in English Vocabulary [constipation]'}
prevent nausea and vomiting with c section	[]	prevent nausea and vomiting with c section	Same	{'Same- Token Exists in English Vocabulary [with]', 'Same- Token Exists in English Vocabulary [section]', 'Same- Token Exists in English Vocabulary [c]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [vomiting]', 'Same- Token Exists in English Vocabulary [prevent]', 'Same- Token Exists in English Vocabulary [nausea]'}
tonsils and adenoids surgery	[]	tonsils and adenoids surgery	Same	{'Same- Token Exists in English Vocabulary [adenoids]', 'Same- Token Exists in English Vocabulary [tonsils]', 'Same- Token Exists in English Vocabulary [and]', 'Same- Token Exists in English Vocabulary [surgery]'}
severe coughing	[]	severe coughing	Same	{'Same- Token Exists in English Vocabulary [coughing]', 'Same- Token Exists in English Vocabulary [severe]'}
skin irritations	[]	skin irritations	Same	{'Same- Token Exists in English Vocabulary [irritations]', 'Same- Token Exists in English Vocabulary [skin]'}
dermatitis in anus area	[]	dermatitis in anus area	Same	{'Same- Token Exists in English Vocabulary [dermatitis]', 'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [area]', 'Same- Token Exists in English Vocabulary [anus]'}
fungal infection on legs	[]	fungal infection on legs	Same	{'Same- Token Exists in English Vocabulary [legs]', 'Same- Token Exists in English Vocabulary [infection]', 'Same- Token Exists in English Vocabulary [on]', 'Same- Token Exists in English Vocabulary [fungal]'}
fluid in ear	[]	fluid in ear	Same	{'Same- Token Exists in English Vocabulary [in]', 'Same- Token Exists in English Vocabulary [ear]', 'Same- Token Exists in English Vocabulary [fluid]'}
acne rosacea	[]	acne rosacea	Same	{'Same- Token Exists in English Vocabulary [acne]', 'Same- Token Exists in Domain-Specific Terminological-Corpus [rosacea]'}
